charge_start_time,charge_end_time,mileage,charge_start_soc,charge_end_soc,charge_start_U,charge_end_U,charge_start_I,charge_end_I,charge_max_temp,charge_min_temp,charge_energy,charge_time,charge_soc,charge_U,charge_I,charge_temp
20171121132600,20171121135450,71619.5,44.0,84.0,557.7,575.9,-151.0,-189.0,33.0,28.0,51.707,2850,40.0,18.199999999999932,-38.0,5.0
20171121235602,20171122005222,71763.9,30.0,100.0,560.6,593.0,-173.0,-3.0,36.0,21.0,86.585,769620,70.0,32.39999999999998,170.0,15.0
20171122134122,20171122141142,71910.6,44.0,86.0,561.9,575.6,-190.0,-190.0,34.0,23.0,54.766999999999996,7020,42.0,13.700000000000045,0.0,11.0
20171123024226,20171123033621,72054.9,33.0,100.0,557.0,595.3,-122.0,-8.0,34.0,28.0,84.023,9395,67.0,38.299999999999955,114.0,6.0
20171123135520,20171123142620,72201.4,42.0,86.0,561.5,575.5,-189.0,-190.0,35.0,23.0,55.983999999999995,7100,44.0,14.0,-1.0,12.0
20171124004628,20171124011758,72345.7,33.0,56.0,552.3,565.0,-24.0,-102.0,30.0,28.0,29.489,7130,23.0,12.700000000000045,-78.0,2.0
20171124014038,20171124023808,72345.7,56.0,100.0,555.9,591.2,-13.0,-2.0,33.0,24.0,52.925,9770,44.0,35.30000000000007,11.0,9.0
20171124024508,20171124024518,72345.7,100.0,100.0,570.9,570.8,-1.0,-1.0,33.0,28.0,0.002,10,0.0,0.10000000000002274,0.0,5.0
20171124141840,20171124144750,72492.3,41.0,84.0,562.5,576.0,-199.0,-190.0,33.0,20.0,54.996,2910,43.0,13.5,9.0,13.0
20171125012447,20171125030057,72638.2,29.0,100.0,558.2,585.4,-100.0,-5.0,32.0,28.0,88.706,17610,71.0,27.199999999999932,95.0,4.0
20171125114013,20171125120703,72730.3,64.0,100.0,566.9,601.9,-199.0,-9.0,31.0,22.0,45.736999999999995,6690,36.0,35.0,190.0,9.0
20171125143403,20171125143923,72785.2,78.0,85.0,566.6,574.2,-189.0,-190.0,33.0,26.0,9.662,520,7.0,7.600000000000023,-1.0,7.0
20171126011154,20171126020554,72930.4,31.0,100.0,566.5,595.2,-179.0,-2.0,35.0,28.0,85.486,9400,69.0,28.700000000000045,177.0,7.0
20171126133243,20171126135843,73077.3,48.0,98.0,561.8,573.7,-188.0,-9.0,34.0,28.0,45.808,2600,50.0,11.900000000000091,179.0,6.0
20171126225354,20171126234424,73221.2,35.0,98.0,565.7,575.9,-173.0,-9.0,37.0,22.0,81.056,9070,63.0,10.199999999999932,164.0,15.0
20171127134549,20171127141209,73368.5,46.0,84.0,550.7,566.0,-13.0,-9.0,35.0,23.0,48.196000000000005,6660,38.0,15.299999999999955,4.0,12.0
20171128021514,20171128033714,73512.5,38.0,100.0,553.2,591.0,-19.0,-4.0,35.0,24.0,75.932,12200,62.0,37.799999999999955,15.0,11.0
20171128140940,20171128143610,73659.7,49.0,98.0,559.7,562.0,-158.0,-9.0,37.0,26.0,46.843,2670,49.0,2.2999999999999545,149.0,11.0
20171129015609,20171129025049,73803.7,37.0,100.0,555.7,594.1,-107.0,-3.0,39.0,26.0,79.836,9440,63.0,38.39999999999998,104.0,13.0
20171129142109,20171129145927,73951.0,48.0,98.0,560.8,573.7,-190.0,-9.0,39.0,28.0,46.07,3818,50.0,12.900000000000091,181.0,11.0
20171130002003,20171130014223,74094.8,38.0,100.0,554.7,592.7,-53.0,-4.0,40.0,28.0,77.16,12220,62.0,38.0,49.0,12.0
20171130014303,20171130014313,74094.8,100.0,100.0,585.9,584.9,-3.0,-3.0,39.0,33.0,0.005,10,0.0,1.0,0.0,6.0
20171201022950,20171201035810,74386.4,34.0,100.0,551.7,590.8,-11.0,-6.0,35.0,28.0,81.882,12860,66.0,39.09999999999991,5.0,7.0
20171201132023,20171201135023,74534.3,41.0,84.0,557.7,574.2,-158.0,-191.0,38.0,25.0,56.245,3000,43.0,16.5,-33.0,13.0
20171201232952,20171202003152,74678.7,28.0,100.0,554.2,594.6,-134.0,-7.0,39.0,24.0,90.087,770200,72.0,40.39999999999998,127.0,15.0
20171202134235,20171202141135,74826.1,42.0,84.0,560.3,574.3,-199.0,-191.0,37.0,25.0,54.5,6900,42.0,14.0,8.0,12.0
20171202223335,20171203001025,74970.4,28.0,100.0,549.0,589.8,-19.0,-5.0,38.0,25.0,89.488,777690,72.0,40.799999999999955,14.0,13.0
20171203140417,20171203143647,75118.1,40.0,87.0,560.9,575.0,-198.0,-191.0,38.0,25.0,60.95399999999999,3230,47.0,14.100000000000023,7.0,13.0
20171203223037,20171204000147,75262.4,30.0,100.0,550.8,597.4,-21.0,-10.0,39.0,27.0,85.773,777110,70.0,46.60000000000002,11.0,12.0
20171204141505,20171204144735,75410.2,41.0,86.0,558.2,574.9,-189.0,-189.0,37.0,28.0,58.273999999999994,3230,45.0,16.699999999999932,0.0,9.0
20171205023048,20171205032138,75554.8,29.0,100.0,563.8,592.6,-199.0,-9.0,38.0,28.0,88.697,9090,71.0,28.800000000000068,190.0,10.0
20171205113737,20171205120527,75647.1,63.0,100.0,562.2,599.4,-199.0,-9.0,36.0,26.0,47.738,6790,37.0,37.19999999999993,190.0,10.0
20171205120627,20171205120637,75647.1,100.0,100.0,592.9,594.3,-9.0,-9.0,36.0,28.0,0.006,10,0.0,1.3999999999999773,0.0,8.0
20171205143517,20171205144037,75702.3,77.0,84.0,564.8,572.9,-170.0,-190.0,37.0,29.0,9.621,520,7.0,8.100000000000023,-20.0,8.0
20171206015346,20171206031116,75847.0,28.0,100.0,548.5,597.8,-21.0,-9.0,37.0,23.0,90.624,15770,72.0,49.299999999999955,12.0,14.0
20171206131710,20171206134540,75993.9,41.0,83.0,559.9,573.9,-199.0,-190.0,38.0,25.0,53.621,2830,42.0,14.0,9.0,13.0
20171206222330,20171206235450,76138.0,32.0,100.0,552.8,596.6,-67.0,-10.0,38.0,25.0,85.56700000000001,13120,68.0,43.80000000000007,57.0,13.0
20171207134122,20171207141202,76285.1,42.0,85.0,561.4,574.8,-170.0,-190.0,37.0,28.0,54.402,7080,43.0,13.399999999999977,-20.0,9.0
20171207215842,20171207232922,76429.3,31.0,100.0,558.7,591.5,-99.0,-4.0,38.0,28.0,84.665,17080,69.0,32.799999999999955,95.0,10.0
20171207233102,20171208003439,76429.3,100.0,98.0,581.0,573.7,-1.0,-9.0,38.0,28.0,0.154,770337,-2.0,7.2999999999999545,-8.0,10.0
20171208135752,20171208143012,76576.6,40.0,84.0,564.4,574.8,-190.0,-189.0,36.0,24.0,58.299,7260,44.0,10.399999999999977,1.0,12.0
20171209005941,20171209070558,76721.2,23.0,98.0,560.7,573.7,-173.0,-9.0,38.0,28.0,109.84200000000001,64617,75.0,13.0,164.0,10.0
20171209142519,20171209145239,76869.5,42.0,83.0,568.1,574.5,-199.0,-190.0,37.0,24.0,51.532,2720,41.0,6.399999999999977,9.0,13.0
20171210115349,20171210120819,77107.2,62.0,82.0,554.0,565.9,-29.0,-9.0,33.0,24.0,25.644000000000002,5470,20.0,11.899999999999977,20.0,9.0
20171210143839,20171210145419,77162.4,60.0,82.0,562.0,574.0,-199.0,-191.0,37.0,26.0,29.537,1580,22.0,12.0,8.0,11.0
20171210220259,20171210234209,77306.8,23.0,98.0,544.7,579.1,-15.0,-39.0,40.0,26.0,96.167,13950,75.0,34.39999999999998,-24.0,14.0
20171211132223,20171211134553,77453.0,50.0,83.0,557.9,574.9,-179.0,-191.0,34.0,28.0,43.911,2330,33.0,17.0,-12.0,6.0
20171211222256,20171211231226,77597.3,37.0,100.0,560.2,578.7,-173.0,-1.0,38.0,28.0,80.42,8970,63.0,18.5,172.0,10.0
20171212134231,20171212140701,77744.8,49.0,83.0,562.5,575.0,-198.0,-190.0,34.0,28.0,45.79600000000001,6470,34.0,12.5,8.0,6.0
20171213021730,20171213025010,77889.3,36.0,60.0,556.5,565.6,-84.0,-100.0,31.0,28.0,30.807,3280,24.0,9.100000000000023,-16.0,3.0
20171213030050,20171213035300,77889.3,60.0,100.0,557.2,580.4,-24.0,-5.0,34.0,25.0,48.383,5250,40.0,23.199999999999932,19.0,9.0
20171213140112,20171213142412,78036.0,50.0,83.0,559.6,574.9,-179.0,-191.0,34.0,23.0,43.262,2300,33.0,15.299999999999955,-12.0,11.0
20171214015922,20171214032812,78180.5,35.0,100.0,552.1,581.1,-16.0,-4.0,33.0,22.0,81.705,16890,65.0,29.0,12.0,11.0
20171214142028,20171214144538,78327.7,48.0,84.0,562.8,575.2,-199.0,-191.0,34.0,23.0,47.461000000000006,2510,36.0,12.400000000000091,8.0,11.0
20171215004038,20171215021048,78472.2,33.0,100.0,558.0,587.2,-100.0,-7.0,33.0,21.0,83.863,17010,67.0,29.200000000000045,93.0,12.0
20171215114913,20171215114923,78564.3,67.0,67.0,561.7,564.9,-159.0,-160.0,27.0,22.0,0.25,10,0.0,3.199999999999932,-1.0,5.0
20171215115103,20171215121103,78564.3,67.0,94.0,565.3,567.3,-199.0,-9.0,31.0,22.0,36.409,6000,27.0,2.0,190.0,9.0
20171216021343,20171216031403,78763.6,25.0,100.0,561.1,591.3,-179.0,-3.0,34.0,19.0,95.264,10060,75.0,30.199999999999932,176.0,15.0
20171216133622,20171216140542,78910.3,42.0,84.0,562.6,575.9,-199.0,-191.0,33.0,20.0,55.36600000000001,6920,42.0,13.299999999999955,8.0,13.0
20171217024258,20171217061731,79054.4,28.0,98.0,550.3,573.7,-29.0,-9.0,34.0,28.0,94.111,37473,70.0,23.40000000000009,20.0,6.0
20171218005108,20171218064704,79251.8,21.0,98.0,556.8,573.7,-91.0,-9.0,33.0,28.0,98.74799999999999,59596,77.0,16.90000000000009,82.0,5.0
20171218135407,20171218143307,79398.6,40.0,86.0,556.8,576.0,-146.0,-172.0,31.0,18.0,60.838,7900,46.0,19.200000000000045,-26.0,13.0
20171219011459,20171219021339,79542.6,31.0,100.0,563.3,581.6,-114.0,-1.0,35.0,17.0,84.652,9880,69.0,18.300000000000068,113.0,18.0
20171219114657,20171219120427,79634.5,61.0,85.0,565.1,566.0,-191.0,-9.0,29.0,28.0,31.453000000000003,5770,24.0,0.8999999999999773,182.0,1.0
20171219142427,20171219143907,79689.4,64.0,84.0,562.4,575.7,-188.0,-179.0,31.0,22.0,26.169,1480,20.0,13.300000000000068,9.0,9.0
20171220025126,20171220035336,79833.9,29.0,100.0,560.8,577.6,-114.0,-1.0,35.0,18.0,91.04799999999999,10210,71.0,16.800000000000068,113.0,17.0
20171220215030,20171220223250,79960.2,49.0,100.0,566.2,588.6,-173.0,-1.0,32.0,20.0,64.656,8220,51.0,22.399999999999977,172.0,12.0
20171221133408,20171221140048,80106.9,45.0,83.0,551.2,575.7,-29.0,-191.0,31.0,20.0,49.732,6640,38.0,24.5,-162.0,11.0
20171221221156,20171221234216,80251.3,31.0,100.0,558.7,591.8,-99.0,-10.0,34.0,28.0,84.758,13060,69.0,33.09999999999991,89.0,6.0
20171221234236,20171221234246,80251.3,100.0,100.0,585.2,583.3,-5.0,-2.0,34.0,28.0,0.006,10,0.0,1.900000000000091,3.0,6.0
20171222124753,20171222130243,80377.7,54.0,71.0,551.7,572.5,-14.0,-173.0,30.0,23.0,24.139,5490,17.0,20.799999999999955,-159.0,7.0
20171222231534,20171223000524,80449.0,46.0,100.0,561.1,593.3,-152.0,-7.0,34.0,28.0,67.608,768990,54.0,32.19999999999993,145.0,6.0
20171223141030,20171223143820,80595.9,44.0,84.0,560.8,567.2,-199.0,-9.0,35.0,24.0,52.122,2790,40.0,6.400000000000091,190.0,11.0
20171224004139,20171224013549,80740.6,32.0,100.0,564.6,596.6,-179.0,-7.0,39.0,24.0,86.021,9410,68.0,32.0,172.0,15.0
20171224114046,20171224120646,80832.6,66.0,100.0,553.6,602.3,-28.0,-9.0,35.0,28.0,44.313,6600,34.0,48.69999999999993,19.0,7.0
20171224143706,20171224144106,80887.6,78.0,83.0,566.2,573.1,-199.0,-191.0,36.0,29.0,7.392,400,5.0,6.899999999999977,8.0,7.0
20171225003218,20171225020558,81032.1,31.0,100.0,554.6,590.1,-98.0,-4.0,35.0,28.0,86.43799999999999,17340,69.0,35.5,94.0,7.0
20171225230030,20171225233810,81158.0,55.0,100.0,568.0,599.5,-173.0,-5.0,32.0,22.0,58.065,3780,45.0,31.5,168.0,10.0
20171226134244,20171226142041,81304.2,52.0,98.0,560.6,573.7,-199.0,-9.0,31.0,28.0,41.681999999999995,7797,46.0,13.100000000000023,190.0,3.0
20171226221005,20171226233315,81447.6,37.0,100.0,560.2,593.5,-99.0,-3.0,35.0,28.0,77.734,12310,63.0,33.299999999999955,96.0,7.0
20171228141456,20171228144116,81792.0,48.0,83.0,560.2,565.6,-189.0,-9.0,34.0,23.0,46.828,2660,35.0,5.399999999999977,180.0,11.0
20171229012529,20171229024859,81935.4,38.0,100.0,555.4,592.1,-70.0,-3.0,33.0,28.0,76.733,12330,62.0,36.700000000000045,67.0,5.0
20171229143317,20171229150847,82082.1,45.0,98.0,562.2,573.7,-201.0,-9.0,37.0,28.0,49.413999999999994,7530,53.0,11.5,192.0,9.0
20180101221054,20180101223304,82840.1,19.0,44.0,557.6,566.4,-155.0,-155.0,31.0,28.0,32.155,2250,25.0,8.799999999999955,0.0,3.0
20180101223434,20180101232304,82840.1,44.0,100.0,557.8,593.0,-27.0,-1.0,37.0,28.0,69.51,8870,56.0,35.200000000000045,26.0,9.0
20180103114140,20180103120640,83223.2,64.0,99.0,562.8,579.2,-198.0,-9.0,37.0,28.0,44.93,6500,35.0,16.40000000000009,189.0,9.0
20180103142920,20180103143420,83278.1,76.0,83.0,566.7,572.7,-199.0,-190.0,38.0,31.0,9.255,500,7.0,6.0,9.0,7.0
20180104001837,20180104010837,83422.4,28.0,100.0,549.3,598.2,-23.0,-3.0,42.0,27.0,89.561,9000,72.0,48.90000000000009,20.0,15.0
20180104220920,20180104225210,83548.9,51.0,100.0,566.0,593.3,-164.0,-1.0,37.0,27.0,62.603,4290,49.0,27.299999999999955,163.0,10.0
20180104225250,20180104225300,83548.9,100.0,100.0,589.4,588.8,-1.0,-1.0,36.0,32.0,0.002,50,0.0,0.6000000000000227,0.0,4.0
20180105132853,20180105135803,83695.8,44.0,84.0,550.2,575.2,-15.0,-191.0,35.0,22.0,54.711000000000006,2950,40.0,25.0,-176.0,13.0
20180105222032,20180105235512,83839.7,30.0,100.0,557.0,590.2,-99.0,-3.0,34.0,28.0,86.73700000000001,13480,70.0,33.200000000000045,96.0,6.0
20180107140805,20180107143835,84184.6,40.0,84.0,561.3,566.9,-199.0,-9.0,32.0,20.0,57.096000000000004,3030,44.0,5.600000000000023,190.0,12.0
20180108001355,20180108010655,84329.0,26.0,100.0,557.1,595.6,-195.0,-7.0,38.0,28.0,92.538,9300,74.0,38.5,188.0,10.0
20180110231319,20180111000729,85037.7,35.0,100.0,561.9,593.6,-164.0,-5.0,35.0,28.0,79.8,769410,65.0,31.700000000000045,159.0,7.0
20180111221825,20180111231625,85235.2,26.0,100.0,561.9,594.8,-184.0,-4.0,33.0,28.0,93.28299999999999,9800,74.0,32.89999999999998,180.0,5.0
20180112140117,20180112142927,85381.7,45.0,85.0,558.8,576.7,-191.0,-191.0,30.0,18.0,52.803000000000004,2810,40.0,17.90000000000009,0.0,12.0
20180113012834,20180113021835,85525.9,32.0,100.0,567.0,590.7,-193.0,-7.0,34.0,28.0,86.38,9001,68.0,23.700000000000045,186.0,6.0
20180113114759,20180113120719,85617.7,66.0,98.0,554.3,573.7,-29.0,-9.0,29.0,28.0,33.277,5960,32.0,19.40000000000009,20.0,1.0
20180113143909,20180113144949,85672.5,71.0,86.0,567.0,577.2,-179.0,-190.0,31.0,23.0,19.541,1040,15.0,10.200000000000045,-11.0,8.0
20180114010038,20180114015238,85816.7,34.0,100.0,561.2,593.3,-181.0,-7.0,35.0,28.0,84.126,5200,66.0,32.09999999999991,174.0,7.0
20180114222117,20180114225607,85943.1,54.0,100.0,559.3,601.1,-132.0,-10.0,31.0,20.0,59.836999999999996,3490,46.0,41.80000000000007,122.0,11.0
20180115132741,20180115135921,86090.7,40.0,85.0,551.2,575.9,-37.0,-191.0,33.0,21.0,59.345,3180,45.0,24.699999999999932,-154.0,12.0
20180116013415,20180116022245,86234.2,32.0,100.0,557.4,585.9,-146.0,-6.0,37.0,28.0,85.19,8830,68.0,28.5,140.0,9.0
20180117013544,20180117023924,86430.2,26.0,100.0,547.5,588.3,-28.0,-4.0,35.0,28.0,95.04299999999999,10380,74.0,40.799999999999955,24.0,7.0
20180118113205,20180118120135,86811.1,62.0,100.0,553.8,576.8,-29.0,-9.0,35.0,25.0,48.428999999999995,6930,38.0,23.0,20.0,10.0
20180118142335,20180118142835,86865.7,78.0,85.0,564.9,573.0,-199.0,-191.0,37.0,29.0,9.17,500,7.0,8.100000000000023,8.0,8.0
20180119003322,20180119022345,87009.7,30.0,100.0,555.0,579.2,-161.0,-9.0,41.0,28.0,88.9,19023,70.0,24.200000000000045,152.0,13.0
20180119230858,20180119235258,87135.8,52.0,100.0,565.4,584.8,-155.0,-2.0,35.0,25.0,61.618,4400,48.0,19.399999999999977,153.0,10.0
20180120133811,20180120140031,87281.9,47.0,77.0,560.3,573.1,-189.0,-189.0,35.0,28.0,39.768,6220,30.0,12.800000000000068,0.0,7.0
20180120221011,20180120233831,87425.7,34.0,98.0,554.6,585.7,-74.0,-38.0,38.0,28.0,81.514,12820,64.0,31.100000000000023,36.0,10.0
20180121131639,20180121133139,87551.6,55.0,70.0,552.6,570.9,-35.0,-155.0,33.0,25.0,21.895,1500,15.0,18.299999999999955,-120.0,8.0
20180121230949,20180122000019,87623.0,44.0,100.0,561.4,586.5,-154.0,-5.0,37.0,25.0,70.01100000000001,769070,56.0,25.100000000000023,149.0,12.0
20180122140334,20180122143304,87769.3,45.0,87.0,558.1,574.9,-198.0,-190.0,37.0,26.0,55.288999999999994,2970,42.0,16.799999999999955,8.0,11.0
20180122221330,20180122233710,87913.3,36.0,100.0,559.0,600.3,-100.0,-11.0,39.0,28.0,78.944,12380,64.0,41.299999999999955,89.0,11.0
20180123114247,20180123120507,88005.4,66.0,95.0,560.6,581.9,-170.0,-189.0,34.0,24.0,40.376999999999995,6260,29.0,21.299999999999955,-19.0,10.0
20180123143047,20180123143657,88060.2,76.0,84.0,566.5,574.4,-179.0,-191.0,35.0,27.0,11.44,610,8.0,7.899999999999977,-12.0,8.0
20180124000518,20180124010158,88204.2,31.0,100.0,554.9,596.5,-133.0,-8.0,38.0,24.0,86.542,9640,69.0,41.60000000000002,125.0,14.0
20180124230239,20180124234129,88329.6,54.0,100.0,562.7,595.0,-170.0,-1.0,34.0,24.0,59.032,3890,46.0,32.299999999999955,169.0,10.0
20180125134237,20180125140917,88476.6,48.0,84.0,557.8,575.0,-132.0,-189.0,34.0,24.0,47.848,6680,36.0,17.200000000000045,-57.0,10.0
20180125220739,20180125230049,88620.4,37.0,100.0,556.7,596.5,-124.0,-8.0,39.0,25.0,80.859,9310,63.0,39.799999999999955,116.0,14.0
20180127140941,20180127143721,88965.5,47.0,86.0,562.6,567.5,-189.0,-9.0,31.0,20.0,49.598,2780,39.0,4.899999999999977,180.0,11.0
20180127224234,20180127234444,89109.3,34.0,100.0,554.1,598.8,-83.0,-8.0,35.0,21.0,82.715,10210,66.0,44.69999999999993,75.0,14.0
20180128115159,20180128120419,89200.9,67.0,84.0,566.0,568.4,-199.0,-9.0,27.0,19.0,22.593000000000004,5260,17.0,2.3999999999999773,190.0,8.0
20180128144029,20180128150529,89255.7,65.0,85.0,552.9,561.0,-29.0,-1.0,29.0,19.0,29.471,6500,20.0,8.100000000000023,28.0,10.0
20180129001210,20180129120500,89399.7,23.0,98.0,547.7,573.7,-31.0,-9.0,33.0,28.0,36.438,119290,75.0,26.0,22.0,5.0
20180130023032,20180130034342,89526.8,34.0,100.0,551.5,595.4,-9.0,-3.0,33.0,28.0,84.734,11310,66.0,43.89999999999998,6.0,5.0
