mileage,charge_time,charge_soc,charge_U,charge_I,charge_temp,charge_energy
68353.9,60,0.0,-2.300000000000068,0.0,7.0,0.006
68353.9,10,0.0,-0.8999999999999773,4.0,7.0,0.005
68353.9,10,0.0,0.0,0.0,6.0,0.003
68353.9,10,0.0,0.10000000000002274,1.0,6.0,0.002
68419.3,7980,45.77221438645981,21.14367088607628,26.23489425981873,-1.9316770186335397,33.073
68484.7,7110,48.0,35.30000000000007,15.0,11.0,41.075
68484.7,50,0.0,-0.8999999999999773,0.0,5.0,0.002
68613.5,9520,81.0,31.5,82.0,8.06832298136646,70.119
68613.5,10,0.0,-0.7999999999999545,0.0,6.0,0.003
68613.5,10,0.0,-0.5,0.0,6.0,0.002
68676.7,20,0.0,-1.6000000000000227,1.0,4.0,0.006
68742.1,5970,28.0,14.199999999999932,42.0,8.0,24.594
68869.6,9070,65.0,23.700000000000045,74.0,5.06832298136646,56.458
68869.6,10,0.0,-0.8999999999999773,1.0,6.0,0.002
68936.3,3360,49.0,32.10000000000002,163.0,10.0,42.577
68936.3,10,0.0,-0.6000000000000227,0.0,5.0,0.002
69001.4,7260,32.77221438645981,15.943670886076234,86.23489425981873,4.06832298136646,29.399
69066.8,630,6.0,11.399999999999977,0.0,8.0,5.501
69129.7,15100,66.0,29.699999999999932,76.0,5.06832298136646,57.031000000000006
69129.7,10,0.0,-0.3000000000000682,3.0,6.0,0.004
69195.3,2900,44.0,33.19999999999993,-116.0,10.0,38.808
69260.4,2220,37.77221438645981,20.443670886076234,30.23489425981873,3.0683229813664603,30.668000000000003
69322.3,1100,11.0,17.399999999999977,-80.0,7.0,9.956
69383.9,10210,61.0,17.5,85.0,18.0,53.246
69383.9,60,0.0,-0.40000000000009095,0.0,7.0,0.006
69383.9,10,0.0,0.10000000000002274,-1.0,7.0,0.002
69383.9,70,0.0,0.0,-1.0,7.0,0.008
69446.1,7420,46.0,32.799999999999955,-64.0,13.0,40.105
69511.4,3190,33.0,29.300000000000068,-80.0,8.0,29.061
69576.5,2000,20.0,10.400000000000091,60.23489425981873,8.0,16.745
69639.0,9600,56.0,22.5,80.0,4.06832298136646,47.648
69639.0,20,0.0,0.0,-1.0,6.0,0.004
69639.0,40,0.0,0.0,1.0,6.0,0.01
69701.5,6580,29.0,18.700000000000045,-42.0,12.0,25.87
69763.9,7690,34.0,19.399999999999977,88.0,9.0,30.022
69763.9,20,0.0,-1.6000000000000227,0.0,6.0,0.011000000000000001
69763.9,10,0.0,-0.39999999999997726,3.0,6.0,0.004
69763.9,20,0.0,-0.39999999999997726,2.0,6.0,0.009000000000000001
69763.9,60,0.0,0.0,1.0,6.0,0.004
69763.9,70,0.0,-0.10000000000002274,3.0,6.0,0.012
69763.9,20,0.0,0.0,0.0,6.0,0.009000000000000001
69763.9,20,0.0,0.0,-2.0,6.0,0.012
69894.3,9050,60.0,22.199999999999932,70.0,19.0,52.81399999999999
69956.4,7519,37.77221438645981,21.843670886076325,6.234894259818731,0.06832298136646031,29.502
70018.4,7130,33.0,23.5,-98.0,8.0,28.748
70081.6,1310,35.77221438645981,15.64367088607628,79.23489425981873,2.0683229813664603,9.939
70146.6,14650,66.0,17.700000000000045,84.0,17.0,57.021
70146.6,50,0.0,-0.39999999999997726,1.0,5.0,0.004
70146.6,10,0.0,-0.2999999999999545,0.0,5.0,0.003
70208.7,3820,39.0,33.299999999999955,-25.0,8.0,34.995
70274.2,6780,40.77221438645981,21.64367088607628,6.234894259818731,0.06832298136646031,24.83
70336.1,5440,49.77221438645981,21.543670886076256,1.2348942598187307,2.0683229813664603,22.463
70397.9,10880,68.0,21.90000000000009,73.0,3.0683229813664603,57.67100000000001
70397.9,10,0.0,-0.7000000000000455,0.0,4.0,0.003
70397.9,10,0.0,-0.10000000000002274,-1.0,5.0,0.002
70397.9,10,0.0,0.0,0.0,5.0,0.003
70460.0,4040,39.77221438645981,21.943670886076234,6.234894259818731,-0.9316770186335397,36.113
70525.5,2520,26.0,16.600000000000023,-41.0,9.0,22.962
70587.2,7100,33.0,14.0,-9.0,11.0,28.186999999999998
70652.2,11770,74.0,23.899999999999977,63.0,3.0683229813664603,62.501000000000005
70652.2,60,0.0,-1.6000000000000227,-2.0,5.0,0.009000000000000001
70715.2,2480,38.77221438645981,16.943670886076234,46.23489425981873,-0.9316770186335397,19.29
70776.9,3890,38.0,16.0,0.0,9.0,32.696999999999996
70838.9,280,5.0,3.5,0.0,8.0,4.0680000000000005
70904.0,10,0.0,-1.2999999999999545,-1.0,6.0,0.004
70904.0,10,0.0,-0.20000000000004547,-1.0,6.0,0.002
70904.0,10,0.0,0.10000000000002274,0.0,7.0,0.003
70904.0,60,0.0,0.0,-1.0,7.0,0.005
70966.4,7200,40.77221438645981,21.543670886076256,3.2348942598187307,-0.9316770186335397,27.264
71028.0,6590,42.77221438645981,13.043670886076256,158.23489425981873,4.06832298136646,36.389
71091.0,630,11.0,20.899999999999977,-149.0,8.0,9.711
71153.3,10240,62.0,17.59999999999991,83.0,5.06832298136646,53.886
71153.3,10,0.0,0.0,-1.0,7.0,0.002
71153.3,20,0.0,0.0,0.0,7.0,0.003
71215.5,8920,45.77221438645981,22.14367088607628,6.234894259818731,1.0683229813664603,40.436
71280.4,4790,29.772214386459808,15.743670886076302,119.23489425981873,1.0683229813664603,11.152000000000001
71342.9,5350,22.0,20.899999999999977,-149.0,10.0,19.842
71404.6,15440,69.0,26.100000000000023,78.0,17.0,59.728
71404.6,10,0.0,-0.20000000000004547,1.0,6.0,0.002
71467.2,2360,32.0,7.800000000000068,72.23489425981873,11.0,26.969
71528.7,2850,43.0,11.800000000000068,137.0,10.0,38.464
71591.3,4590,9.0,5.699999999999932,4.0,8.0,9.237
71652.7,9910,59.0,15.700000000000045,84.0,17.0,50.114
71652.7,50,0.0,0.10000000000002274,0.0,6.0,0.002
71718.2,3220,35.77221438645981,12.943670886076234,57.23489425981873,0.06832298136646031,30.686999999999998
71780.6,2400,23.0,15.5,0.0,7.0,20.488000000000003
71906.0,9490,65.0,30.600000000000023,27.0,5.06832298136646,56.244
71971.2,8910,45.77221438645981,18.043670886076256,66.23489425981873,1.0683229813664603,39.713
72033.9,2230,32.77221438645981,11.943670886076234,152.23489425981873,4.06832298136646,29.416999999999998
72159.3,11080,70.0,20.600000000000023,80.0,16.0,61.111999999999995
72159.3,10,0.0,-0.8999999999999773,2.0,6.0,0.003
72159.3,70,0.0,-0.7000000000000455,-1.0,6.0,0.006999999999999999
72223.3,8200,42.0,21.299999999999955,6.234894259818731,13.0,36.629
72285.3,3700,35.0,21.100000000000023,64.0,8.0,31.171999999999997
72413.7,15710,72.0,35.39999999999998,51.0,5.06832298136646,61.11600000000001
72413.7,50,0.0,-6.7999999999999545,1.0,7.0,0.012
72413.7,10,0.0,-0.09999999999990905,-1.0,7.0,0.002
72476.6,7680,48.0,47.39999999999998,8.0,14.0,41.47
72538.7,7780,39.0,41.60000000000002,98.0,9.0,33.483000000000004
72604.1,620,11.0,17.200000000000045,-74.0,8.0,9.811
72666.6,770080,61.0,22.5,85.0,16.0,52.458999999999996
72666.6,10,0.0,-0.20000000000004547,0.0,7.0,0.002
72666.6,80,0.0,0.0,0.0,7.0,0.012
72730.7,7130,35.77221438645981,23.043670886076256,-12.76510574018127,0.06832298136646031,31.688000000000002
72793.0,6860,27.0,29.199999999999932,42.0,7.0,24.951
72923.2,4430,60.0,24.90000000000009,81.0,6.06832298136646,52.232
72985.2,2330,36.0,22.399999999999977,-46.0,8.0,31.611
73048.1,6640,43.0,15.799999999999955,87.0,10.0,36.616
73109.4,4630,10.0,21.199999999999932,-149.0,8.0,9.715
73174.4,11230,70.0,20.40000000000009,62.0,18.0,60.747
73237.4,2940,44.0,26.899999999999977,-111.0,9.0,38.168
73302.5,2640,37.0,33.799999999999955,89.0,9.0,33.275999999999996
73433.3,17200,74.0,18.300000000000068,63.0,4.06832298136646,63.876000000000005
73498.6,3200,55.77221438645981,23.243670886076302,6.234894259818731,1.0683229813664603,24.398000000000003
73498.3,840,14.0,5.0,74.23489425981873,2.0683229813664603,11.409
73561.2,6892,49.77221438645981,6.943670886076234,152.23489425981873,4.06832298136646,38.563
73622.7,6170,20.0,12.300000000000068,0.0,9.0,18.185
73686.2,9570,66.0,19.399999999999977,59.0,21.0,57.801
73686.2,10,0.0,0.0,-1.0,6.0,0.002
73751.2,7470,39.0,28.5,-10.0,15.0,33.919000000000004
73813.9,3470,29.0,30.299999999999955,18.0,8.0,24.871
73938.3,9230,57.0,23.100000000000023,63.0,4.06832298136646,50.549
73938.3,20,0.0,0.0,0.0,5.0,0.004
74000.3,7400,40.0,43.39999999999998,9.0,1.0683229813664603,34.783
74000.3,10,0.0,-0.900000000000091,0.0,5.0,0.002
74065.3,6110,32.0,31.700000000000045,-29.0,9.0,28.112
74191.2,16400,68.0,30.0,67.0,3.0683229813664603,59.041000000000004
74191.2,50,0.0,-1.8000000000000682,-2.0,6.0,0.003
74191.2,10,0.0,-0.8999999999999773,0.0,6.0,0.003
74191.2,10,0.0,-0.5,-2.0,6.0,0.003
74256.7,7750,48.0,38.10000000000002,84.0,14.0,41.946000000000005
74318.2,7460,32.0,39.5,68.0,7.0,27.819000000000003
74318.2,90,0.0,-0.900000000000091,-1.0,5.0,0.016
74318.2,10,0.0,0.10000000000002274,3.0,5.0,0.004
74318.2,60,0.0,0.09999999999990905,3.0,5.0,0.008
74318.2,80,0.0,0.0,2.0,5.0,0.016
74443.6,771820,73.0,27.0,79.0,17.0,62.747
74443.6,10,0.0,0.0,-1.0,7.0,0.002
74443.6,50,0.0,-0.09999999999990905,1.0,8.0,0.002
74443.6,10,0.0,0.0,0.0,8.0,0.002
74443.6,10,0.0,0.0,-1.0,8.0,0.002
74443.6,50,0.0,0.10000000000002274,0.0,8.0,0.009000000000000001
74443.6,10,0.0,0.0,0.0,7.0,0.003
74443.6,60,0.0,0.0,1.0,7.0,0.004
74506.6,3550,47.77221438645981,22.543670886076256,-3.7651057401812693,2.0683229813664603,37.635
74568.5,2540,34.0,29.800000000000068,-16.0,10.0,31.178
74693.9,13310,75.0,30.399999999999977,57.0,4.06832298136646,64.55199999999999
74755.9,7420,33.0,26.299999999999955,-19.0,13.0,29.092
74817.8,2090,27.0,23.800000000000068,-17.0,8.0,24.603
74945.3,770600,64.0,15.299999999999955,48.0,5.06832298136646,54.776
75007.4,8900,48.77221438645981,20.343670886076325,35.23489425981873,1.0683229813664603,41.588
75072.4,3080,30.0,17.899999999999977,0.0,8.0,26.151999999999997
75135.6,670,10.0,20.899999999999977,-148.0,9.0,9.722000000000001
75200.4,15370,66.0,31.299999999999955,55.0,4.06832298136646,56.678999999999995
75200.4,10,0.0,-1.8000000000000682,-2.0,7.0,0.008
75200.4,60,0.0,-0.20000000000004547,1.0,7.0,0.005
75200.4,20,0.0,-0.10000000000002274,-1.0,6.0,0.004
75200.4,10,0.0,0.09999999999990905,0.0,6.0,0.002
75262.6,7690,36.0,19.40000000000009,-83.0,15.0,31.158
75324.3,7190,46.0,35.200000000000045,161.0,11.0,39.898
75389.8,630,11.0,12.199999999999932,0.0,9.0,9.924
75451.4,770600,66.0,23.699999999999932,85.0,5.06832298136646,56.667
75451.4,10,0.0,-1.1999999999999318,4.0,7.0,0.008
75451.4,10,0.0,-0.5,-1.0,7.0,0.004
75513.5,4130,49.0,50.80000000000007,-2.0,16.0,42.373999999999995
75575.5,7330,32.0,42.60000000000002,16.0,8.0,27.305999999999997
75575.5,20,0.0,-2.0,-1.0,6.0,0.008
75761.5,5400,19.772214386459808,11.043670886076256,6.234894259818731,1.0683229813664603,10.967
75824.2,6910,42.0,35.0,16.0,11.0,36.349000000000004
75824.2,10,0.0,-1.0,3.0,6.0,0.004
75889.6,620,11.0,22.0,-164.0,9.0,9.808
75952.5,769100,68.0,19.699999999999932,81.0,20.0,57.961999999999996
76014.6,9370,54.77221438645981,23.243670886076302,3.2348942598187307,2.0683229813664603,46.266999999999996
76076.5,7820,36.0,28.100000000000023,19.0,2.0683229813664603,31.291
76076.5,10,0.0,-0.20000000000004547,-2.0,6.0,0.003
76138.9,630,11.0,20.90000000000009,-148.0,9.0,9.74
76203.7,770270,62.0,9.799999999999955,81.0,18.0,53.479
76203.7,10,0.0,-0.10000000000002274,0.0,7.0,0.003
76267.5,4470,49.77221438645981,21.64367088607628,7.234894259818731,2.0683229813664603,36.275
76329.6,8640,43.0,41.299999999999955,-11.0,10.0,38.501999999999995
76392.8,630,10.0,21.399999999999977,-149.0,9.0,9.745
76454.6,10670,61.0,27.299999999999955,54.0,4.06832298136646,52.544
76454.6,50,0.0,-1.0,2.0,7.0,0.003
76454.6,80,0.0,-1.099999999999909,0.0,4.06832298136646,0.003
76454.6,50,0.0,-0.10000000000002274,1.0,7.0,0.002
76519.6,2860,38.0,18.299999999999955,-62.0,15.0,32.513000000000005
76581.5,3930,59.0,33.10000000000002,14.0,14.0,51.36
76643.8,1310,23.0,19.5,-108.0,11.0,19.72
76707.5,771110,68.0,24.800000000000068,56.0,4.06832298136646,58.119
76707.5,60,0.0,-1.7999999999999545,1.0,6.0,0.005
76707.5,10,0.0,-0.39999999999997726,-1.0,6.0,0.002
76707.5,10,0.0,-0.20000000000004547,0.0,6.0,0.003
76769.6,7860,50.0,25.199999999999932,1.0,15.0,43.628
76832.4,3630,40.77221438645981,21.14367088607628,6.234894259818731,2.0683229813664603,30.603
76893.8,2910,29.0,16.399999999999977,-21.0,10.0,24.721
77018.6,9270,49.0,42.30000000000007,76.0,13.0,42.57
77081.5,7190,33.0,24.90000000000009,86.0,8.0,28.166
77143.9,620,11.0,21.300000000000068,-154.0,8.0,9.814
77205.8,771500,64.0,25.700000000000045,61.0,16.0,54.842
76955.6,20,0.0,-2.3999999999999773,-1.0,7.0,0.006
76955.6,60,0.0,-0.8000000000000682,0.0,7.0,0.006
77269.6,7140,35.0,14.0,-64.0,15.0,30.33
77331.6,8500,45.77221438645981,22.243670886076302,6.234894259818731,2.0683229813664603,37.760999999999996
77395.1,5180,11.0,12.0,0.0,8.0,9.887
77456.6,16750,67.0,26.100000000000023,58.0,20.0,59.77
77456.6,10,0.0,0.0,1.0,7.0,0.002
77456.6,20,0.0,0.0,-1.0,7.0,0.005
77456.6,10,0.0,0.0,0.0,8.0,0.002
77456.6,10,0.0,0.0,0.0,7.0,0.002
77456.6,20,0.0,0.0,4.0,7.0,0.009000000000000001
77456.6,10,0.0,0.0,-3.0,7.0,0.004
77456.6,10,0.0,-0.10000000000002274,-1.0,7.0,0.002
77518.7,3890,42.0,24.0,-116.0,2.0683229813664603,38.161
77580.6,3090,44.0,28.199999999999932,-17.0,12.0,39.719
77643.0,5140,10.0,12.299999999999955,0.0,8.0,9.908
77703.3,9510,62.0,21.5,59.0,21.0,54.239
77715.7,5810,13.0,37.200000000000045,13.0,10.0,12.072000000000001
77777.5,1110,9.0,22.899999999999977,-154.0,6.0,9.057
77839.7,772610,70.0,32.799999999999955,77.0,4.06832298136646,61.482
77839.7,10,0.0,0.0,-1.0,7.0,0.002
77839.7,50,0.0,-0.09999999999990905,-1.0,7.0,0.002
77839.7,20,0.0,0.0,-1.0,6.0,0.004
77839.7,10,0.0,0.10000000000002274,3.0,7.0,0.004
77839.7,10,0.0,0.10000000000002274,0.0,7.0,0.002
77901.9,9490,51.77221438645981,23.443670886076234,3.2348942598187307,2.0683229813664603,47.19
77963.7,2290,33.0,24.399999999999977,171.0,9.0,28.103
77963.7,50,0.0,-1.0,-1.0,6.0,0.002
78088.3,771400,62.0,19.299999999999955,63.0,5.06832298136646,53.461000000000006
78088.3,60,0.0,0.0,-1.0,7.0,0.004
78088.3,10,0.0,0.0,0.0,7.0,0.002
78088.3,10,0.0,0.0,0.0,7.0,0.002
78088.3,10,0.0,0.09999999999990905,-1.0,7.0,0.004
78088.3,10,0.0,-0.10000000000002274,0.0,8.0,0.002
78148.9,7780,34.0,19.199999999999932,-72.0,14.0,30.076
78209.1,1761,45.77221438645981,21.443670886076234,3.2348942598187307,3.0683229813664603,25.334
78269.1,1300,21.0,21.09999999999991,-149.0,10.0,19.577
78328.3,770350,62.0,21.899999999999977,82.0,5.06832298136646,54.622
78328.3,30,0.0,-3.800000000000068,3.0,7.0,0.011000000000000001
78328.3,10,0.0,-0.10000000000002274,-1.0,8.0,0.002
78568.7,11390,68.0,19.399999999999977,63.0,3.0683229813664603,59.145
78568.7,80,0.0,0.0,-1.0,6.0,0.01
78628.3,8730,42.77221438645981,16.14367088607628,66.23489425981873,1.0683229813664603,38.369
78687.1,6830,28.0,22.799999999999955,19.0,0.06832298136646031,24.526
78747.4,4360,5.0,20.800000000000068,-149.0,8.0,4.9030000000000005
78807.0,9050,64.0,25.300000000000068,73.0,20.0,56.108999999999995
78807.0,10,0.0,0.0,0.0,6.0,0.003
78867.4,7680,43.77221438645981,21.943670886076234,-3.7651057401812693,2.0683229813664603,38.354
78926.5,7350,33.77221438645981,20.243670886076302,20.23489425981873,3.0683229813664603,29.951
79047.3,10,0.0,-0.20000000000004547,1.0,6.0,0.002
79107.7,3120,39.0,33.19999999999993,-54.0,2.0683229813664603,36.149
79166.8,3090,31.0,24.100000000000023,98.0,8.0,26.772
79166.8,4060,0.0,-0.5,0.0,6.0,0.008
79166.8,10,0.0,-0.2999999999999545,0.0,6.0,0.003
79166.8,50,0.0,-0.09999999999990905,0.0,6.0,0.003
79166.8,20,0.0,-0.20000000000004547,1.0,6.0,0.004
79287.7,11040,67.0,26.699999999999932,68.0,18.0,59.693000000000005
79287.7,10,0.0,-1.1999999999999318,0.0,6.0,0.003
79287.7,20,0.0,-0.6000000000000227,-5.0,6.0,0.01
79347.7,3220,49.77221438645981,15.443670886076234,57.23489425981873,2.0683229813664603,34.035
79407.2,3230,44.0,34.10000000000002,13.0,12.0,39.685
79527.2,10900,64.0,19.700000000000045,62.0,3.0683229813664603,55.383
79527.2,50,0.0,-0.7999999999999545,0.0,6.0,0.002
79587.6,7590,42.0,30.5,1.0,14.0,38.979
79646.7,3680,34.0,31.5,38.0,9.0,28.978
79646.6,60,0.0,-0.6000000000000227,-1.0,7.0,0.006999999999999999
79646.6,10,0.0,0.0,-1.0,7.0,0.002
79767.2,770500,62.0,24.399999999999977,73.0,4.06832298136646,54.306000000000004
79767.2,30,0.0,-1.3999999999999773,-5.0,4.06832298136646,0.009000000000000001
79826.8,7970,48.0,43.90000000000009,9.0,2.0683229813664603,42.724
79885.7,6120,28.0,33.799999999999955,-19.0,9.0,26.364
80006.0,771790,71.0,23.799999999999955,76.0,6.06832298136646,61.87
80006.0,30,0.0,-1.6000000000000227,-2.0,8.0,0.013000000000000001
80006.0,80,0.0,-0.6999999999999318,0.0,8.0,0.015
80006.0,10,0.0,0.0,-1.0,8.0,0.004
80006.0,50,0.0,0.09999999999990905,-2.0,8.0,0.005
80006.0,10,0.0,0.0,-1.0,8.0,0.005
80006.0,10,0.0,0.10000000000002274,0.0,8.0,0.002
80006.0,20,0.0,0.0,2.0,8.0,0.006
80006.0,10,0.0,0.10000000000002274,-2.0,8.0,0.003
80065.4,7530,38.0,22.5,-114.0,17.0,34.861999999999995
80125.7,6590,38.0,33.299999999999955,-106.0,10.0,33.94
80245.7,772070,73.0,23.0,78.0,6.06832298136646,63.95399999999999
80245.7,60,0.0,-1.6000000000000227,-2.0,8.0,0.009000000000000001
80245.7,50,0.0,0.0,0.0,7.0,0.003
80245.7,10,0.0,0.0,0.0,8.0,0.002
80306.0,3370,38.0,30.5,74.0,13.0,34.361
80306.0,10,0.0,-1.0,1.0,4.0,0.002
80306.0,10,0.0,0.0,0.0,5.0,0.003
80366.0,6880,30.0,27.700000000000045,-80.0,8.0,26.265
80426.4,4880,9.0,15.0,-63.0,8.0,7.821000000000001
80486.1,4860,64.0,28.100000000000023,78.0,7.06832298136646,56.98
80486.1,10,0.0,-0.8999999999999773,1.0,7.0,0.002
80486.1,10,0.0,-0.5,0.0,7.0,0.005
80486.1,10,0.0,0.0,0.0,7.0,0.002
80546.6,8320,42.0,30.799999999999955,33.0,14.0,37.849000000000004
80605.7,10,0.0,-0.900000000000091,-1.0,6.0,0.006999999999999999
80605.7,20,0.0,-1.0,1.0,6.0,0.005
80965.1,11510,68.0,21.300000000000068,63.0,3.0683229813664603,59.996
80965.1,50,0.0,-0.2999999999999545,-1.0,5.0,0.002
80965.1,50,0.0,-0.09999999999990905,1.0,5.0,0.002
81024.6,8830,46.0,44.200000000000045,3.0,13.0,41.192
81084.5,2490,33.0,33.89999999999998,15.0,9.0,29.49
81205.4,11600,70.0,31.399999999999977,59.0,20.0,61.70399999999999
81205.4,10,0.0,0.0,0.0,6.0,0.002
81205.4,10,0.0,0.0,0.0,5.0,0.002
81265.1,9050,50.0,27.899999999999977,74.0,13.0,43.791000000000004
81265.1,10,0.0,-0.7000000000000455,1.0,6.0,0.002
81324.9,8090,41.0,37.0,28.0,10.0,36.345
81384.7,1270,36.77221438645981,18.943670886076234,65.23489425981873,2.0683229813664603,17.08
81444.9,11105,60.0,21.399999999999977,52.0,4.06832298136646,52.574
81505.3,8310,44.77221438645981,17.043670886076256,55.23489425981873,1.0683229813664603,32.882
81564.3,7710,50.0,33.299999999999955,12.0,12.0,45.226000000000006
81624.6,2020,27.0,14.700000000000045,-0.7651057401812693,0.06832298136646031,24.835
81685.2,11330,75.0,28.399999999999977,36.0,25.0,66.207
81716.7,3791,39.77221438645981,11.743670886076302,46.23489425981873,0.06832298136646031,29.399
81748.5,7210,38.0,36.80000000000007,11.0,13.0,33.321
81809.9,770050,53.0,21.5,62.0,2.0683229813664603,46.303999999999995
81809.9,20,0.0,-0.20000000000004547,-1.0,6.0,0.005
81871.8,10620,66.0,34.10000000000002,-44.0,16.0,58.726000000000006
81931.0,9730,53.0,18.0,-13.0,17.0,45.943999999999996
81991.0,15270,59.0,24.100000000000023,19.0,4.06832298136646,50.963
81991.0,20,0.0,-1.6999999999999318,-1.0,8.0,0.006999999999999999
81991.0,10,0.0,-0.2999999999999545,0.0,8.0,0.002
81991.0,10,0.0,0.0,-5.0,8.0,0.005
81991.0,70,0.0,-0.2999999999999545,1.0,8.0,0.006999999999999999
82021.5,3100,34.0,45.69999999999993,-20.0,14.0,32.214
82021.5,10,0.0,-0.39999999999997726,1.0,7.0,0.002
82174.9,10040,64.0,25.90000000000009,57.0,26.0,55.955
82174.9,20,0.0,-0.09999999999990905,0.0,8.0,0.003
82203.8,6370,22.0,21.0,-115.0,14.0,19.354
82233.8,7460,31.0,32.5,89.0,8.0,27.574
82233.8,20,0.0,-1.0,1.0,7.0,0.008
82233.8,90,0.0,0.09999999999990905,0.0,7.0,0.016
82233.8,10,0.0,0.10000000000002274,-1.0,7.0,0.002
82233.8,10,0.0,0.0,-1.0,7.0,0.004
82233.8,50,0.0,0.10000000000002274,-2.0,7.0,0.003
82233.8,20,0.0,0.0,3.0,7.0,0.009000000000000001
82293.8,9310,46.0,34.0,76.0,18.0,41.06
82293.8,10,0.0,-0.5,-1.0,9.0,0.002
82293.8,30,0.0,0.0,0.0,9.0,0.006
82354.1,770130,50.0,27.399999999999977,58.0,4.06832298136646,43.413000000000004
82354.1,70,0.0,-2.300000000000068,-3.0,8.0,0.017
82354.1,10,0.0,-0.10000000000002274,1.0,8.0,0.002
82414.7,8190,50.0,28.699999999999932,74.0,18.0,43.898999999999994
82535.1,670,11.0,21.600000000000023,-148.0,10.0,9.722000000000001
82595.0,16009,68.0,22.399999999999977,60.0,5.06832298136646,59.574
82595.0,20,0.0,-0.5,0.0,8.0,0.006
82595.0,10,0.0,-0.10000000000002274,1.0,7.0,0.002
82654.7,8370,42.0,11.399999999999977,-25.0,16.0,36.589
82713.4,6910,27.0,12.300000000000068,0.0,10.0,24.35
82832.6,15730,65.0,12.600000000000023,58.0,22.0,56.841
82832.6,10,0.0,-0.8000000000000682,3.0,7.0,0.005
82832.6,10,0.0,-0.10000000000002274,0.0,6.0,0.002
82832.6,20,0.0,0.0,-1.0,6.0,0.005
82832.6,70,0.0,-0.10000000000002274,1.0,6.0,0.006999999999999999
82832.6,20,0.0,-0.09999999999990905,0.0,6.0,0.003
82952.1,7950,40.0,33.799999999999955,-59.0,10.0,35.847
83012.5,1917,30.772214386459808,20.243670886076302,3.2348942598187307,2.0683229813664603,11.578
