vehicle_id,mileage,charge_energy,charge_time,charge_soc,charge_U,charge_I,charge_temp
1,71650.8,12.82,9010,40.0,16.100000000000023,-13.999999999999996,9.0
1,71791.4,21.468000000000004,832530,66.0,38.30000000000001,0.0,8.0
1,71905.7,19.905,11960,62.0,30.5,11.600000000000001,11.0
1,72009.4,20.658,834909,64.8,37.5,0.0,8.0
1,72113.3,17.078,10770,54.0,16.399999999999977,-13.2,9.0
1,72186.0,19.704,824902,60.4,34.299999999999955,0.09999999999999964,8.0
1,72307.5,17.97,15080,56.8,17.900000000000034,-14.100000000000001,10.0
1,72392.6,22.294,838310,68.0,40.0,0.10000000000000053,9.0
1,72450.8,12.038,40910,36.8,28.5,0.0,6.0
1,72565.4,21.061,831759,66.0,37.19999999999999,-0.10000000000000053,5.0
1,72628.9,10.467,8080,32.400000000000006,19.69999999999999,22.8,6.0
1,72742.0,21.465,836573,66.8,38.60000000000002,0.10000000000000053,5.0
1,72812.3,12.383,41630,38.0,31.200000000000045,0.0,5.0
1,72919.7,20.928,831434,65.2,35.299999999999955,0.0,7.0
1,72986.9,8.132,7200,25.599999999999994,13.600000000000023,-13.5,4.0
1,73080.4,22.599,838980,70.0,38.39999999999998,0.0,8.0
1,73140.5,12.53,41910,38.4,27.0,0.0,6.0
1,73256.0,20.788,831169,64.8,36.80000000000001,-0.10000000000000053,5.0
1,73332.2,12.02,8690,36.8,29.299999999999955,20.4,6.0
1,73456.2,20.679000000000002,830969,64.4,36.400000000000034,0.10000000000000053,7.0
1,73530.5,9.717,7800,30.800000000000004,14.900000000000034,-14.000000000000004,6.0
1,73627.1,21.465,836590,66.8,38.099999999999966,-0.10000000000000053,7.0
1,73685.0,10.979000000000001,34700,33.599999999999994,29.099999999999966,0.0,5.0
1,73819.7,21.603,832879,68.0,36.30000000000001,0.10000000000000053,6.0
1,73920.9,14.55,9600,46.0,12.100000000000023,0.0,8.0
1,74006.0,22.429000000000002,834600,69.2,37.89999999999998,-0.20000000000000018,8.0
1,74093.1,18.298,821999,56.8,36.400000000000034,0.10000000000000053,5.0
1,74142.0,11.099,38980,34.0,30.600000000000023,-0.10000000000000053,4.0
1,74372.5,10.754000000000001,8130,33.99999999999999,9.5,-0.10000000000000142,7.0
1,74430.7,20.666,830909,64.0,34.700000000000045,0.0,8.0
1,74519.0,8.068,3170,25.200000000000003,12.699999999999989,-14.2,6.0
1,74593.1,22.33,838409,69.2,37.30000000000001,0.10000000000000053,8.0
1,74674.5,9.033,7530,28.400000000000006,13.100000000000023,-13.399999999999999,6.0
1,74748.1,20.975,831589,65.2,34.89999999999998,0.10000000000000053,8.0
1,74823.2,15.125,811295,46.8,31.0,0.10000000000000053,5.0
1,74879.6,8.802,7480,26.799999999999997,22.19999999999999,37.7,6.0
1,74983.4,21.024,831629,66.0,36.69999999999999,-0.20000000000000018,6.0
1,75052.1,13.347000000000001,9250,41.2,26.5,23.299999999999997,7.0
1,75142.9,18.954,827360,59.2,36.400000000000034,0.10000000000000053,5.0
1,75204.9,11.355,8450,35.599999999999994,23.69999999999999,10.2,7.0
1,75338.8,22.135,837994,68.0,41.30000000000001,-0.1999999999999993,6.0
1,75417.0,12.369000000000002,8810,38.800000000000004,20.30000000000001,-13.899999999999999,7.0
1,75508.9,19.691,828899,60.0,36.0,0.0,8.0
1,75620.0,11.344000000000001,8470,35.6,5.5,0.10000000000000142,7.0
1,75849.1,20.858,835349,64.4,37.400000000000034,-0.10000000000000053,8.0
1,75925.0,13.067,43190,41.2,13.700000000000045,0.10000000000000053,5.0
1,76020.7,22.484,838759,69.2,39.900000000000034,0.0,7.0
1,76127.3,18.601,11310,58.400000000000006,18.80000000000001,-9.099999999999998,11.0
1,76204.1,21.475,832589,66.0,38.30000000000001,-0.20000000000000018,9.0
1,76282.2,11.45,8470,36.0,14.800000000000011,-10.7,8.0
1,76355.0,20.157,829869,62.0,35.60000000000002,-0.20000000000000018,7.0
1,76417.2,10.629000000000001,8070,32.800000000000004,18.899999999999977,-10.900000000000002,7.0
1,76505.6,19.204,827880,59.2,35.39999999999998,0.10000000000000053,6.0
1,76593.4,15.632,10180,48.4,27.400000000000034,27.599999999999998,9.0
1,76682.3,18.531,822489,58.0,34.599999999999966,-0.10000000000000053,6.0
1,76761.1,13.001,9090,40.8,18.599999999999966,25.8,9.0
1,76862.2,20.191,829920,62.8,36.200000000000045,-0.10000000000000053,8.0
1,76934.1,10.152999999999999,7900,32.0,15.900000000000034,-10.400000000000002,7.0
1,77028.2,21.976999999999997,837649,68.0,40.39999999999998,0.0,9.0
1,77093.6,13.133,43250,40.0,28.19999999999999,0.0,4.0
1,77195.3,20.662,830910,64.0,34.80000000000001,0.0,7.0
1,77278.1,14.05,49200,44.800000000000004,13.199999999999989,-0.09999999999999964,5.0
1,77369.6,20.92,831420,64.0,36.60000000000002,0.0,7.0
1,77443.6,7.815,3000,24.39999999999999,15.100000000000023,-10.8,4.0
1,77537.2,21.09,831799,65.2,38.19999999999999,0.0,8.0
1,77623.1,10.421,8070,32.800000000000004,14.099999999999966,-11.200000000000003,6.0
1,77702.6,18.727999999999998,826829,57.2,36.30000000000001,0.10000000000000053,7.0
1,77790.2,13.192,9110,40.8,20.899999999999977,23.0,8.0
1,77869.7,15.725999999999999,816599,48.8,33.599999999999966,-0.09999999999999964,7.0
1,77967.9,20.855999999999998,835300,64.8,33.700000000000045,0.10000000000000053,5.0
1,78084.7,22.095,837899,68.0,38.80000000000001,0.10000000000000053,6.0
1,78186.5,12.57,8900,39.2,13.300000000000011,-14.3,8.0
1,78261.9,20.208,829973,62.0,37.400000000000034,-0.10000000000000053,7.0
1,78339.5,12.75,8890,39.6,17.799999999999955,-11.099999999999998,9.0
1,78445.8,22.665,839110,69.6,40.5,0.10000000000000053,9.0
1,78537.5,18.374000000000002,822079,56.0,36.80000000000001,-0.2999999999999998,4.0
1,78649.5,8.378,7220,26.0,13.399999999999977,-10.799999999999997,6.0
1,78803.2,20.747,12090,65.2,22.69999999999999,25.9,13.0
1,79190.8,11.409,8410,30.077554179566583,135.82177051671704,-274.0,7.0
1,79273.7,21.369,8869836409,66.4,38.299999999999955,0.10000000000000053,10.0
1,79329.6,9.222999999999999,3680,28.0,28.69999999999999,15.500000000000002,6.0
1,79423.6,19.413,828308,60.8,35.69999999999999,0.09999999999999964,7.0
1,79608.2,14.113,49520,45.199999999999996,17.899999999999977,-0.20000000000000018,4.0
1,79608.2,8.258,7710,23.200000000000003,22.599999999999966,-0.20000000000000284,7.0
1,79712.1,21.218000000000004,832104,66.0,37.89999999999998,0.0,8.0
1,79791.8,10.081,7880,31.6,15.699999999999989,-10.600000000000001,8.0
1,80060.3,21.129,835960,64.8,37.89999999999998,-0.10000000000000053,11.0
1,80162.2,10.54,8110,33.2,19.599999999999966,-39.5,7.0
1,80197.3,17.073,819399,52.0,32.80000000000001,0.0,6.0
1,80263.1,10.855,4320,33.599999999999994,28.399999999999977,11.900000000000002,7.0
1,80384.9,22.453000000000003,838689,70.0,39.0,0.0,10.0
1,80463.1,15.011,51260,47.6,14.300000000000011,0.0,5.0
1,80561.6,21.075,835790,64.0,41.39999999999998,-2.5,6.0
1,80644.5,14.919,51060,47.6,13.800000000000011,0.0,4.0
1,80730.3,22.822,839459,70.0,39.69999999999999,0.0,8.0
1,80774.3,10.113999999999999,4090,30.400000000000006,26.19999999999999,25.4,7.0
1,80864.5,20.796999999999997,831219,64.8,39.599999999999966,-0.10000000000000053,9.0
1,80962.5,13.619000000000002,9330,42.8,12.199999999999989,0.29999999999999716,9.0
1,81025.6,22.901,839589,70.4,40.099999999999966,-0.1999999999999993,-12.381748071979434
1,81089.1,11.716,8600,35.599999999999994,23.69999999999999,32.4,8.0
1,81182.4,20.302,830139,63.2,35.400000000000034,-0.10000000000000053,9.0
1,81252.0,12.837,9010,39.6,25.80000000000001,38.199999999999996,8.0
1,81345.9,19.637,828799,61.6,34.30000000000001,-0.09999999999999964,9.0
1,81413.0,11.491,8401,35.599999999999994,29.900000000000034,14.100000000000001,6.0
1,81508.6,18.852,827119,58.8,33.60000000000002,0.0,7.0
1,81612.9,18.608,11300,58.400000000000006,22.0,-10.400000000000002,12.0
1,81706.8,21.509,836680,66.4,37.599999999999966,-0.09999999999999964,8.0
1,81775.6,13.981,9420,43.2,23.19999999999999,37.6,9.0
1,81886.4,22.061,837819,68.8,36.80000000000001,0.10000000000000053,7.0
1,81954.0,9.867,7780,30.80000000000001,18.0,-5.299999999999997,5.0
1,82051.8,19.807000000000002,829113,61.2,34.19999999999999,-0.10000000000000053,8.0
1,82111.1,9.43,7650,28.400000000000006,29.900000000000034,15.200000000000001,6.0
1,82211.5,19.329,828149,60.4,33.30000000000001,0.0,7.0
1,82314.0,18.725,826830,57.6,35.799999999999955,-0.10000000000000053,6.0
1,82392.9,13.039000000000001,9080,40.400000000000006,16.899999999999977,0.6000000000000014,8.0
1,82482.2,19.612000000000002,828710,60.0,37.0,-0.10000000000000053,6.0
1,82562.3,14.432,9600,45.2,17.0,-10.599999999999998,9.0
1,82658.0,21.97,837670,68.0,40.19999999999999,0.0,9.0
1,82734.4,18.243,11240,56.4,30.80000000000001,27.1,13.0
1,82829.3,21.633000000000003,836929,68.0,37.69999999999999,0.10000000000000053,9.0
1,82901.8,18.468,11280,57.2,29.0,27.0,-9.381748071979434
1,83010.9,9.955,7880,51.677554179566584,140.82177051671704,-270.6,8.0
1,83061.1,22.789,839330,70.8,39.599999999999966,0.10000000000000053,12.0
1,83151.7,11.254000000000001,8420,35.2,16.100000000000023,-10.700000000000003,8.0
1,83218.5,22.326999999999998,838390,68.4,42.099999999999966,-0.2999999999999998,-13.381748071979434
1,83313.0,14.955,9820,46.800000000000004,16.400000000000034,-10.700000000000003,10.0
1,83387.9,21.823,837320,67.2,39.80000000000001,-0.10000000000000053,11.0
1,83461.4,15.190999999999999,10110,27.77642895270634,27.80000000000001,27.900000000000002,10.0
1,83549.6,14.085,45110,27.77642895270634,26.0,0.0,6.0
1,83650.9,22.764,839350,58.47755417956658,40.400000000000034,0.10000000000000053,7.0
1,83724.6,15.879000000000001,10210,27.77642895270634,20.900000000000034,-10.399999999999999,10.0
1,83819.4,22.469,838649,56.47755417956658,38.80000000000001,0.0,-12.381748071979434
1,83894.8,17.522000000000002,10990,27.77642895270634,29.30000000000001,15.3,12.0
1,84001.5,22.326999999999998,838390,57.277554179566586,41.80000000000001,0.20000000000000018,11.0
1,84107.8,5.297999999999999,2090,47.677554179566584,12.300000000000011,-10.7,4.0
1,84107.8,14.331,9720,27.77642895270634,23.69999999999999,29.599999999999998,9.0
1,84219.9,21.436,836519,54.47755417956658,37.69999999999999,0.10000000000000053,11.0
1,84302.6,14.13,5554,27.77642895270634,23.899999999999977,30.7,8.0
1,84408.3,21.345,69836369,54.07755417956658,34.80000000000001,0.0,10.0
1,84494.6,15.254000000000001,9870,27.77642895270634,14.699999999999989,-1.0,10.0
1,84591.5,21.250999999999998,836130,52.47755417956658,37.80000000000001,-0.20000000000000018,7.0
1,84840.8,8.62,7490,27.77642895270634,25.80000000000001,27.0,5.0
1,84933.8,20.648000000000003,830909,52.47755417956658,39.10000000000002,-0.1999999999999993,-13.381748071979434
1,84992.1,11.270999999999999,8420,27.77642895270634,28.5,26.599999999999998,7.0
1,85096.1,22.06,837880,56.47755417956658,40.30000000000001,0.0,10.0
1,85175.0,14.993,9990,27.77642895270634,28.200000000000045,27.2,9.0
1,85269.2,21.316999999999997,836290,54.47755417956658,40.10000000000002,-0.10000000000000053,-12.381748071979434
1,85352.2,12.151,8780,27.77642895270634,16.0,-9.899999999999999,8.0
1,85428.1,19.936,829400,49.277554179566586,34.10000000000002,-0.10000000000000053,11.0
1,85506.6,11.831,8620,27.77642895270634,17.399999999999977,-10.400000000000002,7.0
1,85596.5,22.226,838209,56.47755417956658,38.30000000000001,0.0,11.0
1,85647.7,10.245999999999999,8100,27.77642895270634,24.69999999999999,36.599999999999994,7.0
1,85738.0,20.744,831100,52.47755417956658,37.69999999999999,0.10000000000000053,8.0
1,85807.8,11.797,8580,27.77642895270634,18.0,-11.099999999999998,6.0
1,85910.7,22.32,838399,57.277554179566586,39.5,0.10000000000000053,11.0
1,86011.0,13.682,9280,49.277554179566586,14.600000000000023,-1.3999999999999986,10.0
1,86081.5,22.392,838570,56.47755417956658,38.89999999999998,0.09999999999999964,10.0
1,86154.7,13.895999999999999,9430,27.77642895270634,23.700000000000045,36.4,9.0
1,86251.6,20.474,830519,51.677554179566584,35.19999999999999,0.0,8.0
1,86329.2,13.382,9370,27.77642895270634,24.0,36.5,8.0
1,86428.6,20.288,830114,50.87755417956659,34.299999999999955,0.0,9.0
1,86507.3,13.263,9290,27.77642895270634,27.0,26.5,8.0
1,86599.4,17.936,821220,27.77642895270634,31.099999999999966,-0.09999999999999964,7.0
1,86681.0,8.967,7500,27.77642895270634,14.0,13.900000000000002,6.0
1,86749.6,20.24,830014,50.47755417956658,34.400000000000034,-0.09999999999999964,9.0
1,86966.3,11.312000000000001,8330,27.77642895270634,14.599999999999966,-10.999999999999996,7.0
1,87055.7,21.721999999999998,833099,54.47755417956658,37.700000000000045,-0.09999999999999964,8.0
1,87118.4,7.796,28300,27.77642895270634,10.599999999999966,0.10000000000000053,5.0
1,87211.0,22.491,838710,56.87755417956659,39.39999999999998,0.10000000000000053,6.0
1,87318.9,10.162,4000,48.47755417956658,14.400000000000034,-10.400000000000002,6.0
1,87378.7,21.625,832899,54.07755417956658,38.69999999999999,-0.10000000000000053,7.0
1,87461.6,9.215,7560,27.77642895270634,13.300000000000011,-10.799999999999997,6.0
1,87561.1,22.558000000000003,838889,57.677554179566584,40.10000000000002,0.0,8.0
1,87692.4,22.6,834939,57.677554179566584,39.30000000000001,-0.10000000000000053,6.0
1,87750.5,11.08,8370,27.77642895270634,135.52177051671703,-270.0,7.0
1,87833.3,15.481,816099,27.77642895270634,31.899999999999977,0.09999999999999964,5.0
1,87935.4,10.255,8000,27.77642895270634,9.099999999999966,0.0,6.0
1,88062.8,4.2010000000000005,1660,27.77642895270634,8.300000000000011,0.0,4.0
1,88163.7,6.93,22520,53.677554179566584,10.300000000000011,-0.10000000000000053,4.0
1,93242.0,23.281,840212,28.4,39.0,-0.20000000000000018,6.0
1,93375.8,5.497000000000001,6180,7.199999999999999,12.899999999999977,-10.8,6.0
1,93432.6,24.043000000000003,845989,29.6,42.400000000000034,0.0,7.0
1,93486.6,4.646,1810,6.0000000000000036,12.0,-10.400000000000002,3.0
1,93572.7,20.559,830673,25.6,35.599999999999966,0.10000000000000053,4.0
1,93617.5,8.127,7210,10.0,24.899999999999977,36.4,6.0
1,93760.8,22.564,838839,28.0,41.0,-0.10000000000000053,5.0
1,93811.8,8.067,3250,10.0,26.69999999999999,25.299999999999997,5.0
1,93935.8,20.352999999999998,830219,25.2,36.89999999999998,0.0,5.0
1,94049.0,17.68,820660,21.6,30.399999999999977,-0.09999999999999964,5.0
1,94169.8,20.634,830680,25.2,32.39999999999998,0.0,5.0
1,94189.5,3.2089999999999996,5230,4.0,19.599999999999966,-1.2000000000000028,3.0
1,94306.7,17.271,819714,21.6,27.30000000000001,-0.10000000000000053,5.0
1,94431.0,4.888,1910,6.399999999999999,9.699999999999989,-0.6999999999999957,4.0
1,94486.3,23.839000000000002,841510,29.6,40.10000000000002,0.0,4.0
1,94630.7,4.877,14209,6.0,10.600000000000023,0.0,3.0
2,55462.8,24.566999999999997,838880,65.0,48.30000000000001,3.999999999999999,4.0
2,55676.6,22.186999999999998,7770,59.0,50.5,-25.1,6.0
2,55779.1,26.041,842410,69.0,50.30000000000001,3.5999999999999996,12.0
2,55979.5,20.498,7971,55.0,42.19999999999999,4.399999999999999,9.0
2,56106.9,27.689,849180,73.0,52.89999999999998,4.200000000000001,13.0
2,56322.9,21.995,7600,59.0,49.39999999999998,-19.5,7.0
2,56473.9,7.817,1430,22.0,17.19999999999999,0.048388412892698796,6.0
2,56507.4,31.194000000000003,858242,85.0,60.19999999999999,4.6,4.0
2,56856.2,30.99,858512,84.0,59.89999999999998,4.4,7.0
2,57048.6,22.897936347197216,2000,31.0,165.82177051671704,25.1483884128927,5.0
2,57123.0,32.131,860752,88.0,63.30000000000001,4.799999999999999,5.0
2,57312.4,21.173000000000002,9930,57.0,47.099999999999966,-13.900000000000006,9.0
2,57431.6,26.879,842639,72.0,51.80000000000001,3.9000000000000004,6.0
2,57568.1,18.449,9601,48.0,37.89999999999998,31.799999999999997,6.0
2,57673.6,18.488,815137,42.0,39.200000000000045,3.6999999999999993,4.0
2,57887.4,5.665,2972,16.0,15.0,-2.6000000000000014,11.0
2,57887.4,0.308,170,0.0,1.099999999999966,0.0,1.0
2,57887.4,15.822000000000001,6971,42.0,35.900000000000034,-22.699999999999996,6.0
2,58004.6,26.983,842739,72.0,51.5,4.1,7.0
2,58188.8,20.609,8400,54.0,45.19999999999999,1.1000000000000014,10.0
2,58577.7,20.743000000000002,4002,55.0,46.5,-19.700000000000003,9.0
2,58705.7,0.025,30,0.0,0.5,-0.40000000000000036,2.0
2,58705.7,27.45,848311,73.0,52.30000000000001,4.300000000000001,11.0
2,58917.4,27.599,10001,73.0,58.0,9.7,12.0
2,59074.7,27.551,849082,74.0,52.89999999999998,3.8000000000000007,11.0
2,59280.3,21.563000000000002,8170,57.0,48.69999999999999,-25.900000000000006,8.0
2,59424.0,29.522,851911,80.0,56.10000000000002,3.999999999999999,5.0
2,59630.0,24.497,4531,65.0,54.200000000000045,-14.199999999999996,10.0
2,59804.3,31.616,858551,87.0,63.0,4.6,6.0
2,60045.9,22.897936347197216,854512,85.0,173.32177051671704,-14.851611587107302,13.0
2,60346.9,4.434,7071,12.0,4.800000000000011,0.7483884128926981,9.0
2,60392.5,26.518,841580,72.0,51.599999999999966,4.199999999999999,3.0
2,60551.9,20.901999999999997,9072,55.0,44.80000000000001,10.5,8.0
2,60660.0,17.997,814307,47.0,37.80000000000001,3.2,2.0
2,60866.2,14.057,6270,39.0,39.39999999999998,-62.300000000000004,5.0
2,60990.3,30.34,856310,84.0,61.700000000000045,-14.6516115871073,5.0
2,61209.4,21.015,3241,58.0,39.099999999999966,30.0483884128927,6.0
2,61323.7,30.76,858882,84.0,59.30000000000001,3.6000000000000005,6.0
2,61401.6,22.897936347197216,1200,11.0,129.02177051671703,14.6483884128927,6.0
2,61401.7,3.4019999999999997,1930,9.0,8.900000000000034,-0.3000000000000007,1.0
2,61576.7,15.058,6400,40.0,40.69999999999999,-63.3,4.0
2,61620.9,21.145,824138,56.0,43.69999999999999,4.0,5.0
2,61834.5,22.916,8301,61.0,50.099999999999966,-14.600000000000001,9.0
2,61962.6,27.502,847610,75.0,52.69999999999999,3.8000000000000007,6.0
2,62133.3,19.148,8230,51.0,44.0,-4.0,10.0
2,62301.3,27.991999999999997,848780,76.0,53.299999999999955,4.200000000000001,6.0
2,62512.9,22.897936347197216,1170,16.0,7.199999999999989,23.5483884128927,2.0
2,62513.0,22.897936347197216,8701,43.0,153.32177051671704,13.948388412892697,10.0
2,62657.6,27.865,844310,76.0,53.19999999999999,4.1,6.0
2,62848.9,22.897936347197216,8430,58.0,158.72177051671702,28.848388412892696,10.0
2,62981.0,28.096,848951,76.0,54.0,4.1,5.0
2,63200.5,23.237,10631,64.0,57.80000000000001,-48.099999999999994,12.0
2,63200.5,22.897936347197216,400,2.0,126.22177051671702,-17.9516115871073,3.0
2,63200.6,1.828,1201,5.0,4.7000000000000455,2.5,2.0
2,63358.7,31.087,858912,84.0,60.099999999999966,-14.0516115871073,13.0
2,63594.1,26.206999999999997,4600,70.0,58.19999999999999,-28.900000000000002,3.0
2,63720.9,28.579,850911,76.0,54.5,4.0,13.0
2,63919.1,10.11,3071,28.0,22.599999999999966,0.29999999999999716,11.0
2,63919.1,17.208,4302,45.0,32.5,41.099999999999994,5.0
2,64068.1,28.513,851082,76.0,54.60000000000002,3.8000000000000007,13.0
2,64233.4,6.167999999999999,1870,18.0,14.299999999999955,-8.399999999999999,6.0
2,64233.4,17.167,9101,44.0,27.200000000000045,71.8,8.0
2,64383.7,29.066,852011,74.0,55.80000000000001,3.8000000000000007,11.0
2,64604.4,7.629,1430,22.0,28.599999999999966,-66.10000000000001,2.0
2,64640.4,2.2,5701,7.0,8.599999999999966,1.1999999999999993,8.0
2,64640.5,11.169,3030,32.0,16.69999999999999,38.0,3.0
2,64707.3,30.997,859511,83.0,60.30000000000001,4.1,11.0
2,64858.3,19.183,9872,50.0,43.30000000000001,-1.0999999999999996,12.0
2,64988.0,24.535999999999998,839009,58.0,48.80000000000001,3.6999999999999993,4.0
2,65205.1,26.386999999999997,9371,70.0,54.299999999999955,19.799999999999997,11.0
2,65331.5,22.635,835279,61.0,46.10000000000002,3.700000000000001,3.0
2,65568.2,22.639,3570,61.0,43.69999999999999,9.1483884128927,6.0
2,65676.3,27.566999999999997,848380,74.0,53.19999999999999,2.6000000000000005,4.0
2,65840.5,21.068,9071,56.0,39.599999999999966,45.300000000000004,9.0
2,65987.8,24.811,839680,67.0,49.5,3.5,4.0
2,66172.8,22.391,8431,60.0,42.69999999999999,9.6483884128927,9.0
2,66307.7,25.994,845379,71.0,50.39999999999998,3.8000000000000007,5.0
2,66470.3,18.975,8301,50.0,41.30000000000001,17.200000000000003,10.0
2,66626.9,27.363000000000003,847911,74.0,52.5,4.199999999999999,5.0
2,66864.2,22.197,7472,61.0,57.5,-63.8,6.0
2,66964.6,26.763,847410,75.0,52.89999999999998,-4.8999999999999995,11.0
2,67411.5,16.741,8800,44.0,30.30000000000001,52.800000000000004,8.0
2,67596.4,28.915,851143,78.0,55.80000000000001,4.1,10.0
2,67716.9,15.182,8901,39.0,34.30000000000001,16.5,9.0
2,67903.4,30.97,858982,81.0,60.5,3.9000000000000004,11.0
2,68230.4,23.36,836939,62.0,47.19999999999999,4.199999999999999,10.0
2,68468.1,22.897936347197216,9201,49.0,172.02177051671703,1.0483884128926988,10.0
2,68574.3,30.726999999999997,858982,83.0,59.900000000000034,4.4,13.0
2,68735.0,14.975,18172,40.0,32.5,1.6000000000000014,13.0
2,68735.0,0.512,301,1.0,2.1000000000000227,0.0,0.0
2,68880.2,31.77,861511,87.0,62.89999999999998,4.0,13.0
2,69001.9,11.850999999999999,9931,31.0,35.0,-32.0,7.0
2,69001.9,0.42700000000000005,201,1.0,2.1999999999999886,-0.3999999999999986,1.0
2,69191.8,34.431,69868944,94.0,67.69999999999999,4.5,7.0
2,69376.2,25.962,9501,68.0,45.80000000000001,29.348388412892696,8.0
2,69553.6,32.374,861913,88.0,63.89999999999998,4.5,11.0
2,69778.2,25.963,9871,69.0,56.10000000000002,0.6000000000000014,10.0
2,69887.5,22.253,830308,59.0,46.89999999999998,-3.8,5.0
2,70112.5,20.408,7970,55.0,51.30000000000001,-47.6,9.0
2,70238.2,27.315,848841,74.0,52.89999999999998,3.5,11.0
2,70591.4,28.308000000000003,849451,77.0,58.30000000000001,-3.8,10.0
2,70970.7,10.644,14631,28.0,22.0,7.5,9.0
2,71132.3,7.9510000000000005,1470,23.0,12.599999999999966,10.248388412892702,2.0
2,71211.9,33.260999999999996,867153,90.0,65.5,4.5,12.0
2,71387.5,22.916999999999998,9270,61.0,46.19999999999999,9.500000000000004,8.0
2,71550.1,29.475,856882,81.0,57.099999999999966,4.0,11.0
2,71692.4,5.669,7901,16.0,16.799999999999955,2.599999999999998,13.0
2,71692.5,5.5760000000000005,1470,15.0,13.899999999999977,-9.0,3.0
2,71692.6,5.018,3301,13.0,10.700000000000045,9.600000000000001,3.0
2,71836.3,23.928,10401,63.0,43.80000000000001,50.3,13.0
2,72061.0,22.897936347197216,570,3.0,188.22177051671702,9.948388412892697,3.0
2,72061.1,21.746,3570,60.0,56.80000000000001,-62.2,5.0
2,72185.2,30.45,857481,80.0,58.299999999999955,4.1000000000000005,6.0
2,72355.1,22.897936347197216,3730,47.0,154.12177051671705,9.6483884128927,8.0
2,72509.5,27.476,848810,75.0,52.89999999999998,3.499999999999999,11.0
2,72667.9,17.413,7870,46.0,38.5,16.0,7.0
2,72837.4,32.701,862853,90.0,64.69999999999999,4.300000000000001,11.0
2,73053.9,24.485,7801,8.098874773139755,48.80000000000001,14.999999999999993,2.0
2,73183.2,32.974000000000004,863513,90.0,65.39999999999998,3.9000000000000004,13.0
2,73378.9,27.325,9932,74.0,57.400000000000034,1.6999999999999993,6.0
2,73528.7,31.552,860781,87.0,62.400000000000034,4.199999999999999,13.0
2,73703.9,22.384,8371,61.0,50.10000000000002,-23.6,3.0
2,73863.0,33.139,867654,91.0,65.5,4.1,11.0
2,74028.6,23.750999999999998,10631,64.0,45.89999999999998,29.5,10.0
2,74202.2,32.716,866714,90.0,64.5,4.5,13.0
2,74298.1,5.071000000000001,7401,14.0,12.800000000000011,-0.3000000000000007,12.0
2,74298.2,0.7040000000000001,470,2.0,2.8999999999999773,-0.8000000000000007,1.0
2,74410.3,21.801,8102,59.0,43.599999999999966,9.800000000000004,4.0
2,74515.9,26.649,844109,71.0,52.89999999999998,-4.1,13.0
2,74560.0,0.051,100,0.0,0.5,0.09999999999999964,2.0
2,74627.8,8.687000000000001,11431,23.0,21.80000000000001,3.8000000000000007,12.0
2,74627.9,0.753,500,2.0,2.8999999999999773,0.1999999999999993,1.0
2,74754.2,32.797,867513,91.0,64.5,4.199999999999999,12.0
2,74892.5,19.403,9471,51.0,40.10000000000002,26.1,8.0
2,75013.5,5.687,4331,17.0,10.699999999999989,2.8999999999999986,13.0
